--- GLOBAL RESULTS ---
Metric,Solid_Baseline,Porous_Result,Change_Percent
CL (Lift Coeff),0.275966,0.309390,12.11%
CD (Drag Coeff),0.038353,0.046162,20.36%

--- PANEL DISTRIBUTION DATA ---
Panel_ID,XC,YC,Nx,Ny,Panel_Length,Cp_Solid,Cp_Porous,Cp_Difference,V_leakage
270,0.781840,-0.041623,0.163889,-0.986479,0.008220,-0.012671,-0.043055,-0.030384,0.000000
271,0.789893,-0.040278,0.165538,-0.986203,0.008111,-0.007710,-0.037224,-0.029514,0.000000
272,0.797835,-0.038938,0.167165,-0.985929,0.007998,-0.002686,-0.031484,-0.028798,0.000000
273,0.805662,-0.037605,0.168772,-0.985655,0.007882,0.002406,-0.025820,-0.028227,0.000000
274,0.813372,-0.036278,0.170359,-0.985382,0.007763,0.007570,-0.020225,-0.027795,0.000000
275,0.820960,-0.034960,0.171926,-0.985110,0.007641,0.012809,-0.014689,-0.027498,0.000000
276,0.828425,-0.033652,0.173474,-0.984838,0.007516,0.018129,-0.009207,-0.027336,0.000000
277,0.835763,-0.032353,0.175002,-0.984568,0.007388,0.023533,-0.003774,-0.027307,0.000000
278,0.842972,-0.031066,0.176512,-0.984299,0.007257,0.029027,0.001613,-0.027414,0.000000
279,0.850049,-0.029792,0.178001,-0.984030,0.007123,0.034615,0.006959,-0.027656,0.000000
280,0.856990,-0.028531,0.179471,-0.983763,0.006987,0.040302,0.012268,-0.028034,0.000000
281,0.863794,-0.027284,0.180922,-0.983497,0.006847,0.046094,0.017547,-0.028547,0.000000
282,0.870458,-0.026054,0.182352,-0.983233,0.006705,0.051997,0.022810,-0.029188,0.000000
283,0.876979,-0.024839,0.183761,-0.982971,0.006561,0.058017,0.028072,-0.029945,0.000000
284,0.883354,-0.023643,0.185149,-0.982710,0.006413,0.064159,0.033361,-0.030799,0.000000
285,0.889582,-0.022465,0.186515,-0.982452,0.006263,0.070431,0.038711,-0.031720,0.000000
286,0.895659,-0.021307,0.187859,-0.982196,0.006111,0.076839,0.044173,-0.032666,0.000000
287,0.901584,-0.020170,0.189179,-0.981943,0.005956,0.083391,0.049815,-0.033576,0.000000
288,0.907355,-0.019054,0.190475,-0.981692,0.005798,0.090094,0.055732,-0.034362,0.000000
289,0.912968,-0.017961,0.191746,-0.981445,0.005639,0.096958,0.062059,-0.034899,0.000000
290,0.918422,-0.016892,0.192991,-0.981201,0.005477,0.103991,0.068985,-0.035007,0.000000
291,0.923714,-0.015848,0.194208,-0.980960,0.005313,0.111204,0.076776,-0.034428,0.000000
292,0.928844,-0.014829,0.195398,-0.980724,0.005146,0.118607,0.085807,-0.032800,0.000000
293,0.933808,-0.013837,0.196558,-0.980492,0.004978,0.126212,0.096564,-0.029648,0.000000
294,0.938604,-0.012873,0.197688,-0.980265,0.004808,0.134032,0.109593,-0.024439,0.000000
295,0.943232,-0.011937,0.198787,-0.980043,0.004635,0.142082,0.125242,-0.016840,0.000000
296,0.947689,-0.011030,0.199853,-0.979826,0.004461,0.150376,0.143148,-0.007228,0.000000
297,0.951973,-0.010154,0.200885,-0.979615,0.004285,0.158935,0.161892,0.002957,0.000000
298,0.956083,-0.009309,0.201883,-0.979410,0.004107,0.167777,0.179565,0.011788,0.000000
299,0.960017,-0.008497,0.202845,-0.979211,0.003927,0.176925,0.195004,0.018079,0.000000
300,0.963774,-0.007716,0.203769,-0.979019,0.003746,0.186405,0.208247,0.021843,0.000000
301,0.967352,-0.006970,0.204656,-0.978834,0.003564,0.196247,0.219997,0.023750,0.000000
302,0.970749,-0.006258,0.205503,-0.978657,0.003379,0.206485,0.231000,0.024515,0.000000
303,0.973966,-0.005582,0.206309,-0.978487,0.003194,0.217160,0.241810,0.024650,0.000000
304,0.976999,-0.004941,0.207075,-0.978325,0.003007,0.228318,0.252785,0.024467,0.000000
305,0.979849,-0.004336,0.207797,-0.978172,0.002819,0.240017,0.264152,0.024135,0.000000
306,0.982514,-0.003769,0.208477,-0.978027,0.002630,0.252322,0.276066,0.023744,0.000000
307,0.984992,-0.003240,0.209112,-0.977892,0.002439,0.265316,0.288650,0.023334,0.000000
308,0.987284,-0.002750,0.209701,-0.977765,0.002248,0.279100,0.302022,0.022922,0.000000
309,0.989388,-0.002298,0.210245,-0.977649,0.002056,0.293799,0.316310,0.022511,0.000000
310,0.991303,-0.001885,0.210742,-0.977542,0.001862,0.309575,0.331671,0.022096,0.000000
311,0.993029,-0.001513,0.211191,-0.977445,0.001669,0.326637,0.348305,0.021668,0.000000
312,0.994564,-0.001181,0.211592,-0.977358,0.001474,0.345268,0.366481,0.021213,0.000000
313,0.995909,-0.000889,0.211944,-0.977282,0.001279,0.365857,0.386570,0.020713,0.000000
314,0.997063,-0.000639,0.212247,-0.977216,0.001083,0.388967,0.409110,0.020142,0.000000
315,0.998026,-0.000430,0.212500,-0.977161,0.000887,0.415458,0.434921,0.019464,0.000000
316,0.998796,-0.000262,0.212703,-0.977117,0.000690,0.446733,0.465353,0.018619,0.000000
317,0.999374,-0.000136,0.212855,-0.977084,0.000493,0.485329,0.502837,0.017508,0.000000
318,0.999759,-0.000053,0.212957,-0.977062,0.000296,0.536473,0.552402,0.015929,0.000000
319,0.999952,-0.000011,0.213008,-0.977050,0.000099,0.611251,0.624717,0.013466,0.000000
